YouTube ID, start seconds, label, train/test split
HBcjWeINfvQ,38,chicken clucking,train
HC7uGZhzmEs,16,chicken clucking,train
HC7uGZhzmEs,60,chicken clucking,train
HDzYSpSSnvE,10,chicken crowing,train
HHpUYZEDFlQ,140,chicken crowing,train
HKdtztWDuCo,80,chicken crowing,train
HPgh02VwZAI,17,chicken clucking,train
HQMWk3gAHpk,30,chicken clucking,train
HUA-Ad4W8FQ,30,chicken crowing,train
HUxGbWDChFk,1,chicken crowing,train
HUxGbWDChFk,30,chicken crowing,train
HUy61ioZy_w,9,chicken crowing,train
HUy61ioZy_w,21,chicken crowing,train
HWQd9PQb1TA,100,chicken crowing,train
HXvge-6i_mk,30,chicken crowing,train
HYBxO5Fy1PY,27,chicken clucking,train
HYVq4q-Ugqw,30,chicken clucking,train
H_iMLZZsgT8,30,chicken crowing,train
HbsniEGbyik,30,chicken crowing,train
HbsniEGbyik,51,chicken crowing,train
Hh1__trSyRs,170,chicken crowing,train
HhkkT1eqwqI,15,chicken clucking,train
HkrlMeHch6A,30,chicken clucking,train
Hl_LAjCrydw,0,chicken crowing,train
HmMyQjUUYXI,50,chicken clucking,train
HnRqjImDRAc,30,chicken crowing,train
HogebVN7Z5Y,8,chicken clucking,train
HpQS72_DP3Y,30,chicken clucking,train
HsuRirruYUk,220,chicken clucking,train
HtDI7vN3ukI,7,chicken crowing,train
HtDI7vN3ukI,64,chicken crowing,train
HtY9mMP7inw,30,chicken crowing,train
Hxk-ig_KYlA,30,chicken clucking,train
HzYUtghwGJ0,30,chicken clucking,train
I-_8K24erhM,0,chicken clucking,train
I1NE3H6soBU,300,chicken crowing,test
I6tXhdnv8UQ,110,chicken crowing,train
I7Bev-ufyg8,30,chicken crowing,train
I8IsSrpqvSo,92,chicken crowing,train
IDjZnEy6m00,25,chicken crowing,train
IF5TdAAOjqE,40,chicken crowing,train
IF5TdAAOjqE,51,chicken crowing,train
IF780vXZ8LA,80,chicken crowing,train
II85Ieg2TYc,70,chicken crowing,train
IKk7RiqtOF0,14,chicken crowing,train
IKk7RiqtOF0,20,chicken crowing,train
IL-EAE-7HJU,30,chicken clucking,train
IMoNRQZQUTU,222,chicken clucking,train
INakOVhEFtY,25,chicken crowing,train
INakOVhEFtY,30,chicken crowing,train
IO4zp-7TF1k,40,chicken crowing,train
IOM4TnbFhq4,10,chicken crowing,train
IPDt_iDc6o0,80,chicken crowing,train
IPDt_iDc6o0,96,chicken crowing,train
IQmrVcRT-oI,20,chicken crowing,train
ITYq5xoDGK0,30,chicken clucking,test
IUCFDTu--Us,0,chicken clucking,train
IXT5uZ_T5PI,30,chicken clucking,train
Ic68w8NslK0,14,chicken crowing,train
Ic68w8NslK0,48,chicken crowing,train
IerB57wKkng,30,chicken crowing,train
IgYKpvbtKtA,21,chicken crowing,train
IgYKpvbtKtA,32,chicken crowing,train
IjSBSAcFK6E,0,chicken crowing,train
IjSBSAcFK6E,55,chicken crowing,train
IjVDrK3KeoA,1,chicken crowing,train
Il04IOF_p2A,0,chicken clucking,train
Il5cVNDMDTo,30,chicken crowing,train
InxgcOFzxWY,70,chicken clucking,train
IpNgah-e6v4,43,chicken clucking,train
IqQa2LHUOls,100,chicken clucking,train
IrB0uAKkF3w,270,chicken crowing,train
IvTDEpabGc8,8,chicken crowing,train
Iy5GgtagFlY,73,chicken crowing,train
IyH7sxPK--c,40,chicken crowing,train
IyL7GafTLfY,30,chicken crowing,test
IyYrc2t61L8,30,chicken clucking,train
J2RZRMlRkYU,80,chicken crowing,train
J3jKsmIjMh4,10,chicken crowing,train
J5qcOdmDxPg,10,chicken clucking,train
J7hIxdTgOPc,30,chicken clucking,train
JAJHlDIlOLU,50,chicken crowing,train
JCqXVFjiHCA,30,chicken crowing,train
JIPcu2ZiLys,39,chicken crowing,train
JL9pKeXjNQ0,10,chicken clucking,test
JMwELk9MHLk,4,chicken crowing,train
JQ2jMKhxRu4,6,chicken crowing,train
JUO4TB2jRZw,70,chicken crowing,train
JWCNAp853_Y,120,chicken crowing,train
JZKFX8R8gVQ,0,chicken crowing,train
J_Ulk3wIKy4,30,chicken clucking,train
JeYy7NMHNV4,10,chicken clucking,train
Jf4v7WUyfJU,42,chicken crowing,train
Jf4xMrucyLA,180,chicken crowing,train
JfuN9jY3Psg,10,chicken crowing,train
JgyphChj248,30,chicken clucking,train
JhU9GLQkSHs,83,chicken clucking,test
Jh_2HXJJ434,11,chicken crowing,train
Jh_2HXJJ434,23,chicken crowing,train
Jr5bzWiBdCU,16,chicken clucking,train
JsTj-8bNObw,331,chicken clucking,train
JsTj-8bNObw,694,chicken clucking,train
JsxLvhJ4P6w,0,chicken crowing,test
Jsxc848Rasc,10,chicken crowing,train
JuzqJAPlb5w,3,chicken clucking,test
JvD3txw0Mp8,108,chicken crowing,train
JvD3txw0Mp8,119,chicken crowing,train
JwJAh2X6btc,10,chicken crowing,train
JzWeUFIiqZA,21,chicken crowing,train
K-krra6cxhc,110,chicken crowing,train
K3CenN7d30Y,30,chicken crowing,test
K3Q8Gi6oPIg,30,chicken crowing,test
K4P65azBYZA,30,chicken crowing,train
K4uIcdYvpBs,30,chicken clucking,train
KA98KZS2oJo,30,chicken clucking,train
KAGadYR0_LM,290,chicken crowing,train
KInh3OgCmKE,20,chicken crowing,train
KJVMlgYFaHY,60,chicken clucking,train
KRn0pi_BArA,10,chicken crowing,train
KT-_FXZvwj8,30,chicken clucking,train
KXW90ZYDtBg,36,chicken crowing,train
KXW90ZYDtBg,53,chicken crowing,train
K_8tBU1LYxU,0,chicken crowing,train
K_GkTGJxTSk,19,chicken clucking,test
Kb_VOBHIncc,40,chicken clucking,train
Kk6J9ZzP0Mg,100,chicken clucking,train
KlD0YYsfxic,30,chicken clucking,train
KlXWSJYpR-8,30,chicken clucking,train
KmHt3WbSnC8,300,chicken crowing,train
Knzm2GZ6Gkk,70,chicken crowing,train
Krwwu9WsWgM,240,chicken crowing,train
Kv0yXifqRRA,30,chicken clucking,train
KvJcdn6S4hI,8,chicken crowing,train
KvSgd3nO0rc,20,chicken crowing,train
Kvv0gPIlTGw,30,chicken clucking,train
KwMaKV0yRiw,30,chicken clucking,train
L1SBg_8KsaQ,50,chicken crowing,train
L1XzU6Ibh78,30,chicken clucking,train
L3BGTrXI4To,150,chicken crowing,train
L4e-eYj9prw,10,chicken crowing,train
L7rsYVBvQFY,30,chicken clucking,train
L8iPBWLt4Ks,20,chicken clucking,train
LDPf_Uex-GI,30,chicken clucking,train
LEJyA_IDpxg,30,chicken crowing,test
LGk1hK4BDfM,30,chicken clucking,train
LLoAfWorzmM,30,chicken clucking,train
LPExL63gAZ0,1,chicken clucking,train
LPExL63gAZ0,11,chicken clucking,train
LSA8ZgjlFJ0,17,chicken crowing,train
LSA8ZgjlFJ0,80,chicken crowing,train
LVxo3RXN6So,30,chicken crowing,train
LZXbXdqyvG4,30,chicken clucking,train
La8ZABGHE2k,109,chicken crowing,train
LbWDdMprV5k,113,chicken clucking,test
LbWDdMprV5k,175,chicken clucking,test
Le5ri1Xke_Q,27,chicken crowing,train
Lf5p_Ma3xQo,30,chicken crowing,train
LiX1TychJQc,21,chicken crowing,train
Ll_8IubMoeg,0,chicken clucking,train
Lm-doZXCetA,2,chicken crowing,train
Lm-doZXCetA,82,chicken crowing,train
Lm2ZgIe3ZAk,0,chicken crowing,train
LoVxD4JhHMk,30,chicken crowing,train
LppSgg2G60U,30,chicken crowing,train
LrhrN7LUFCA,30,chicken crowing,train
M-su4V_mme0,30,chicken crowing,train
M-yPV-mSUOs,2,chicken clucking,train
M2nr-JbS7Sg,3,chicken crowing,train
M2tkg8RxXJc,60,chicken crowing,train
M8cxP-q1XNg,2,chicken crowing,train
M8qv0sZBpK8,5,chicken crowing,train
M9VRduR78bk,30,chicken crowing,train
M9h2uAz57fc,20,chicken crowing,train
MBY1fyppNt0,10,chicken crowing,train
ME2q9eoyA0k,10,chicken crowing,train
MI6AgoqRlZg,69,chicken crowing,test
ML6QPGbfMS4,15,chicken clucking,train
MMQL7BIzzXo,0,chicken crowing,train
MQris4i9o6c,30,chicken clucking,train
MR0sBRxEmk0,0,chicken clucking,train
M_0KYUcqS8g,9,chicken clucking,test
M_P-Md-SsQ4,7,chicken crowing,train
MfcxAYC94c0,180,chicken clucking,train
MgRhZHBbNgw,30,chicken clucking,train
Mn9Kc49yIAU,0,chicken crowing,train
MnNC-xl7cqM,22,chicken crowing,train
Mp-BIOdFsts,9,chicken clucking,train
Mqys8UDipyc,30,chicken crowing,train
Mr3usoMgUd0,38,chicken crowing,train
MuvAzMS1uMo,30,chicken crowing,train
N-1LjVUyesk,250,chicken crowing,train
N-2nZsmsslU,0,chicken clucking,train
N2t5vOI5kM0,5,chicken clucking,train
N2t5vOI5kM0,118,chicken clucking,train
N6MI-2cytj4,30,chicken crowing,train
N7q8sCzbWL8,7,chicken clucking,train
N9-qSGUwmWs,30,chicken clucking,train
NBpKWe35oqQ,10,chicken crowing,train
NCd0d1nxUH4,18,chicken clucking,train
NDEuAgxsO_4,30,chicken clucking,train
NIHK1v45zLg,20,chicken crowing,train
NJPprfrG4sM,59,chicken clucking,train
NJPprfrG4sM,444,chicken clucking,train
NMI304MvAmk,20,chicken clucking,train
NNJzABG1cRU,20,chicken crowing,train
NO8RAmUg6ys,30,chicken clucking,train
NXOovj9ss7Y,0,chicken crowing,train
NXmrXvxTVIA,30,chicken clucking,train
N_I9rnqT1dw,30,chicken crowing,train
NcIR-UiXJI0,30,chicken crowing,test
NcUyi8IeIbo,220,chicken crowing,train
NcjLlt-RBRU,2,chicken crowing,train
NdM4CrObHE0,22,chicken crowing,train
Nf996ZaE3Sw,30,chicken clucking,train
NgCCBXm5abM,350,chicken crowing,train
Ni8dpJxscEE,52,chicken crowing,train
Ni8dpJxscEE,72,chicken crowing,train
NmDGGQaQrBU,30,chicken clucking,train
NmrgtUxMLCI,30,chicken clucking,test
Nnq9kx_ExC4,30,chicken crowing,train
Np6sz-auJDs,30,chicken clucking,train
NsLQhKoMHjA,30,chicken crowing,train
NvYcGLxmITY,20,chicken crowing,train
NwIDavS0llk,10,chicken crowing,train
NzgFqucaqz4,30,chicken clucking,train
O7aemOgPI2Q,140,chicken clucking,train
O8aMDUSXhBw,10,chicken clucking,train
ODcTO7pKBFs,30,chicken clucking,train
OE0tYMQn8GU,100,chicken crowing,train
OHWRjxRAxf8,20,chicken crowing,train
OJqJgotD8D4,38,chicken crowing,train
OQO3yhmqBec,71,chicken crowing,train
ORB8cW-OWCU,38,chicken crowing,train
OStAy9SSffQ,160,chicken crowing,train
OTwTsC2tGq8,170,chicken crowing,train
OXYRNCdA7tc,10,chicken clucking,train
OYk7CDq7O0E,100,chicken clucking,train
OaazzYekHVE,10,chicken crowing,train
ObW0kNU0ZD8,0,chicken crowing,train
Obu2bZ63sek,180,chicken crowing,train
Oe-5aEHmGMU,0,chicken crowing,train
OfFtSonH7zc,20,chicken clucking,train
OfFtSonH7zc,30,chicken clucking,train
OnIC0gUIN3o,30,chicken crowing,train
OoUhAVD8WPM,100,chicken crowing,train
OpAeCvoHv3o,50,chicken crowing,train
OrejwdgHydg,24,chicken crowing,train
OwkTp7rchnM,19,chicken crowing,train
OyUl4gB7uwI,4,chicken crowing,train
P3CD6PPmazY,30,chicken clucking,train
P8678nG2qWQ,7,chicken crowing,train
P9XdsOw-3CU,70,chicken clucking,train
PAlrCOj1NJA,420,chicken crowing,train
PIgN2TZiL5M,26,chicken clucking,test
PNO6e05SQ-E,190,chicken crowing,test
PSeg1WIMsaM,10,chicken crowing,train
PjG5UFKF-yo,240,chicken crowing,train
PjjoJqYvatA,15,chicken clucking,train
PjjoJqYvatA,25,chicken clucking,train
PlsgUJqm8HE,30,chicken crowing,train
Po1J63SueE8,13,chicken crowing,train
PpUMdcZZxlk,34,chicken crowing,train
PuHhOB9pJSs,30,chicken clucking,train
PyDDqv2qDn8,34,chicken crowing,train
PzwWReutV7E,0,chicken clucking,train
Q-CzHyOj5AQ,33,chicken crowing,train
Q2RWKTLkLFg,2,chicken crowing,train
Q7d8Cpmd-Iw,25,chicken crowing,train
QD9V6AwZar4,350,chicken crowing,test
QDCxU0B91W0,10,chicken clucking,train
QF40Llnwruk,30,chicken crowing,train
QGmiFMil39A,140,chicken crowing,train
QITgidkrvew,170,chicken crowing,train
QS0ijXZn3lM,8,chicken crowing,train
QTewkp8YkxY,54,chicken crowing,train
QUvyDNJmcFo,80,chicken crowing,train
QjA8umRgYaY,20,chicken crowing,train
QokchOVPhDc,160,chicken crowing,train
QsaAHWDGY8c,7,chicken crowing,train
R-of-I8MxxQ,24,chicken crowing,train
R7e4JYoDUEw,6,chicken crowing,train
RAKhCFjZUL4,10,chicken clucking,train
RAnMPH-avw8,463,chicken crowing,train
RAtc6rkgebA,110,chicken clucking,train
RDRHIPumrTE,30,chicken crowing,train
RO1j8CM0FaQ,0,chicken clucking,train
RRiQx3aXAb4,27,chicken crowing,train
RX7V9s-WZq4,20,chicken crowing,train
RXP-jInEK5Q,13,chicken crowing,train
Rbjs5STPg_M,5,chicken crowing,train
RfJAPX3bHgQ,0,chicken crowing,train
RhBq1oMQ7Ns,0,chicken crowing,train
RjMim0VcbMM,0,chicken clucking,train
RkRzp7Th1_g,10,chicken crowing,train
RoUbzCwyKio,70,chicken crowing,train
RsXU0fTaCIA,9,chicken crowing,train
RxO8XoRoLoU,10,chicken clucking,train
Rzbia4AyGlA,7,chicken clucking,train
Rzbia4AyGlA,18,chicken clucking,train
S0M2m51V23k,30,chicken clucking,train
S4V37qPa2iQ,10,chicken crowing,train
S5AoD7D2MtY,258,chicken crowing,train
S5AoD7D2MtY,324,chicken crowing,train
S8sYQJBmcFk,0,chicken clucking,train
S9JVBIbUARw,50,chicken crowing,train
SAQfT6Afm94,30,chicken clucking,train
SBcZBWk6rqA,30,chicken crowing,train
SDvpf6wsryQ,46,chicken crowing,train
SE50coN5T2U,26,chicken crowing,train
SE50coN5T2U,36,chicken crowing,train
SIBvsE1K7GE,0,chicken crowing,train
SIjpy6DoB4Q,150,chicken crowing,train
SS_LK-dxR2g,30,chicken clucking,train
SUKGkMu6o_A,60,chicken clucking,train
SZgGS3rv6mM,20,chicken clucking,train
S_Xm-dUIU8o,30,chicken crowing,train
SbeCnPVuVBo,250,chicken crowing,train
Se-4i17d_hs,21,chicken crowing,train
Se-4i17d_hs,45,chicken crowing,train
Sehq6UuRqzI,50,chicken crowing,train
SloX2ZWP_xE,140,chicken crowing,train
Spi1zyxN1MQ,290,chicken crowing,train
SqmvTsao-G4,30,chicken crowing,train
St_86dmBHCI,0,chicken crowing,train
SwnsaeJIQW8,30,chicken crowing,train
SwnsaeJIQW8,96,chicken crowing,train
T0DQyRrjewU,3,chicken clucking,test
T5GPOoUmWts,1,chicken clucking,train
T5GPOoUmWts,11,chicken clucking,train
TBW8fDBx1xo,124,chicken crowing,train
TEYxA1PX41s,20,chicken clucking,train
TFO9-wMz5zE,30,chicken clucking,train
TR2-2Fp4Dgs,23,chicken clucking,train
Tah94uIUo4U,30,chicken crowing,train
Tb-Y0F4bCdI,300,chicken crowing,train
Tgqb1VUysMM,490,chicken crowing,test
TlT5tNsEzcE,15,chicken crowing,train
TlT5tNsEzcE,31,chicken crowing,train
TmFszeR4v34,110,chicken crowing,train
TmSgb7CuAYo,104,chicken crowing,train
TpDJZtiSxFA,100,chicken clucking,train
TpZZS4_bk0s,90,chicken crowing,train
TwNw3mvwPiY,20,chicken crowing,train
TxRxszQecn4,120,chicken crowing,train
U1It20d6nCA,7,chicken clucking,train
U1It20d6nCA,18,chicken clucking,train
U1XAZcjDQrI,20,chicken crowing,train
U1bzzrj_VVE,30,chicken crowing,train
U692AVIP0xA,100,chicken crowing,train
U8r8cFbZM8o,1,chicken clucking,train
UA62hwIBgGY,20,chicken clucking,train
UKaiQgW5Wzk,350,chicken crowing,train
ULpZsHp10LE,120,chicken crowing,train
UPKnkMX8moM,15,chicken crowing,train
UUjPZPtqG5k,0,chicken crowing,test
UVb9Sz7JuZM,270,chicken crowing,train
U_t9OuQ36DU,50,chicken crowing,train
UccHwSWMR8o,54,chicken crowing,train
UdKvTfdPD_o,0,chicken clucking,train
UhEQ1E8XPp4,3,chicken clucking,test
UhEQ1E8XPp4,17,chicken clucking,test
UkMm5bKyoJ8,30,chicken clucking,train
UkPy9Kl1N3s,0,chicken clucking,train
UkUMEOvBgTI,130,chicken clucking,train
UpRhzrNgt_c,40,chicken clucking,train
UqMeR5Erq8I,30,chicken crowing,test
Uw_0XBawrSc,80,chicken clucking,train
V0I7-njS41E,8,chicken crowing,train
V1tVMiHGN-4,70,chicken clucking,train
V5WL7M2IKJ4,28,chicken crowing,train
V6Kp-aBsskY,83,chicken crowing,train
VEhmvrgrZb0,0,chicken clucking,train
VEphB6rwU_A,2,chicken crowing,train
VK0knA86Ov8,40,chicken clucking,train
VKu9ckxmhAw,10,chicken crowing,train
VNs8qiFvwfk,30,chicken crowing,train
VPQGjBEbHSQ,10,chicken crowing,train
VW7JVETgk_M,30,chicken crowing,train
VWaM_J82Rf4,100,chicken crowing,train
Vj9Md8Vho-g,350,chicken clucking,train
VkXPt12nNRo,10,chicken crowing,train
Vmk50CY9S9c,0,chicken crowing,train
VoWYsAcibqM,113,chicken crowing,train
Vr86zJve3nw,30,chicken crowing,train
VwOS92c2KDM,180,chicken clucking,train
W0lB2rO7rv4,110,chicken clucking,train
W35zyKLz2hE,50,chicken crowing,train
W5Gdxu3IIW8,50,chicken clucking,train
WDuVEG9fzEE,0,chicken crowing,train
WF0CiXcsi5k,270,chicken crowing,test
WGhLHnIrO98,65,chicken crowing,train
WHB1W73UBaI,10,chicken crowing,train
WHB1W73UBaI,27,chicken crowing,train
WItZYUsrKjU,0,chicken clucking,train
WMgideUWD3c,18,chicken crowing,train
WQshMg9NmHw,10,chicken crowing,train
WS5KHE0XkUI,0,chicken crowing,train
WU0VLkr6k84,20,chicken crowing,train
WV-t-cB6K-8,30,chicken crowing,test
WXJFpgAMCc0,64,chicken clucking,train
WXJFpgAMCc0,92,chicken clucking,train
WYgLhdinK4w,130,chicken crowing,train
W_WwHDp75uQ,20,chicken crowing,train
Wa8bfGrNLu4,10,chicken crowing,train
Wbx-y-cU9y0,11,chicken clucking,train
WeBPE7xdTH4,12,chicken clucking,test
Wj5DXRLPo3U,70,chicken clucking,train
WjRjR7e8Ktc,7,chicken clucking,train
WlitZoXPJ2o,60,chicken crowing,train
WnT3TFgkP1E,30,chicken crowing,train
WrUomWz6U_o,30,chicken crowing,train
WsonViAlNjk,10,chicken crowing,train
WsonViAlNjk,17,chicken crowing,train
WwEDsuz-yt0,210,chicken clucking,train
WyX0oGsSNS0,2,chicken crowing,train
WyX0oGsSNS0,6,chicken crowing,train
X0p6idh0b4M,28,chicken crowing,train
X31JvVFCg-w,530,chicken clucking,train
X4qwyIjwfbc,0,chicken clucking,train
X4sfUV9LVQ8,21,chicken crowing,train
X4sfUV9LVQ8,30,chicken crowing,train
X6pk3KmN4t0,10,chicken crowing,train
X7yRNq5wG7E,30,chicken clucking,train
XEXZsGmYs00,20,chicken clucking,train
XKE_DqJr_uI,30,chicken clucking,train
XKO-6-IVNY8,8,chicken crowing,train
XKi1sE86-eA,30,chicken crowing,train
XPn6_04-EJ4,14,chicken crowing,train
XRLL7zQDNAM,241,chicken clucking,train
XRLL7zQDNAM,438,chicken clucking,train
XU6BsMyt9n0,10,chicken clucking,train
XVMKGyFOtMQ,10,chicken crowing,train
XYrinA0mlXw,30,chicken crowing,train
X_1bZPiGGxM,40,chicken crowing,train
X_H5Po34RuQ,280,chicken clucking,test
XiJXWs8liZk,20,chicken crowing,train
Xl5UzcD9fxI,10,chicken crowing,train
Xv3ZgIRD170,71,chicken crowing,train
Xv3ZgIRD170,92,chicken crowing,train
XwDYmOTd9O4,19,chicken crowing,train
Xzl1udP0zzM,40,chicken crowing,train
Y2o0zuCfbzk,93,chicken crowing,train
Y2qWdZzSKkw,417,chicken clucking,train
Y2qWdZzSKkw,478,chicken clucking,train
YAKvKogi_3s,30,chicken crowing,train
YAKvKogi_3s,31,chicken crowing,train
YDQGe-Rfd7c,150,chicken clucking,train
YEM4sh_ASYQ,61,chicken clucking,train
YGp4uNQraXI,270,chicken crowing,train
YHxibYR7s5k,48,chicken crowing,train
YHxibYR7s5k,59,chicken crowing,train
YKSw0K8Yioo,14,chicken crowing,train
YLCSWudT5bU,30,chicken crowing,train
YLoP8zBuYt0,23,chicken crowing,train
YP6H3sDVrVE,20,chicken clucking,train
YPxoDCh4Ay0,38,chicken crowing,train
YRKWi0HSiOg,643,chicken crowing,train
YRKWi0HSiOg,725,chicken crowing,train
YTCvqqIPNXE,0,chicken crowing,train
YYe1Z9eabfo,160,chicken crowing,train
YbunWoJNoRM,200,chicken crowing,train
Yjqb7yCKeGU,220,chicken crowing,train
YklEycYx8f8,19,chicken clucking,train
YlI9xWmyMzg,10,chicken clucking,test
Yr-VaTIwqwM,67,chicken crowing,train
Yy5CbT0KsHM,133,chicken crowing,train
YzH6nFy4c5s,66,chicken crowing,train
Yzz_Pr153kg,320,chicken crowing,train
Z059OP-tpB0,10,chicken clucking,train
Z059OP-tpB0,25,chicken clucking,train
Z8lpW0QTDFY,92,chicken clucking,train
Z8lpW0QTDFY,102,chicken clucking,train
ZCsDpTT-IUc,5,chicken crowing,train
ZCsDpTT-IUc,15,chicken crowing,train
ZG3NlOgy0Zo,17,chicken clucking,train
ZG3NlOgy0Zo,30,chicken clucking,train
ZQ1GqC9ZMJ0,15,chicken crowing,train
ZRbAhRimdGU,0,chicken crowing,train
ZTqhllInu3k,70,chicken crowing,train
ZV7AQfzDgmw,63,chicken clucking,train
ZV7AQfzDgmw,85,chicken clucking,train
ZXicZqdQCVY,90,chicken crowing,train
ZZk0u_LJoUA,30,chicken crowing,train
Zbw8yy2bD-o,14,chicken clucking,train
Zbz0xb0BYSk,90,chicken crowing,test
ZcCJa8ycExI,50,chicken clucking,train
ZcMuL-DZFz4,40,chicken clucking,train
ZdzOmen78_M,10,chicken clucking,train
Zk4ZWwUyFCA,10,chicken clucking,train
Zk4ZWwUyFCA,31,chicken clucking,train
Zma_Oe5WVFU,80,chicken crowing,train
ZqateJ-910g,10,chicken crowing,train
Zx0hF06CVs8,10,chicken clucking,train
_-mzWkoGewA,0,chicken clucking,train
_0qKPsdqPNg,50,chicken crowing,train
_33mD0WaVNo,490,chicken clucking,train
_4-Cjx80-DU,10,chicken crowing,train
_4Hd3e3q9cE,10,chicken crowing,train
_6tHqTDB-1g,30,chicken clucking,train
_A9geRj4Ev8,30,chicken clucking,train
_CqyrYdrM4o,140,chicken clucking,train
_EBaQ9ZfUkA,2,chicken clucking,train
_Gp09yIB-bQ,19,chicken crowing,train
_WJFzZwYgoQ,0,chicken crowing,test
_ZM-O8ZS8j8,560,chicken clucking,train
_evex4Vvaxo,70,chicken crowing,train
_hpHt7J3Hrg,130,chicken crowing,train
_rc_VveNIJY,400,chicken crowing,train
_uboaBPhcE8,1,chicken crowing,train
_vUcCZfrPF0,40,chicken crowing,train
_wBNB72t0eg,30,chicken crowing,train
_yxJZgTq3uA,22,chicken crowing,train
a-X7Ri2jEzE,90,chicken crowing,train
a1xiQtR7RE0,21,chicken clucking,train
a1xiQtR7RE0,33,chicken clucking,train
a3Iqv8K0_XE,13,chicken crowing,train
a3Iqv8K0_XE,30,chicken crowing,train
a4lY2XOOs3E,210,chicken crowing,train
a8CZPXzDdF4,30,chicken crowing,train
aDK33zrMUf0,50,chicken crowing,train
aL7-RUJ7ykk,80,chicken crowing,train
aNKWalYyU0g,12,chicken clucking,test
aNwlBrJtFHk,5,chicken crowing,train
aPavkNeB2YY,50,chicken clucking,train
aQZoGTQPAss,30,chicken crowing,train
aSf4paTGiz4,80,chicken crowing,train
aSzPZHOW3-E,30,chicken crowing,train
aTUBskS1TDc,0,chicken crowing,train
aU8dxXh2yqk,390,chicken crowing,test
aVSPjwbQvpM,200,chicken clucking,train
aVkuixiRqMI,20,chicken crowing,train
aXnfG9pbhx8,1,chicken crowing,train
aYzXFahLT_E,0,chicken crowing,train
aaGL5l7WEZc,30,chicken crowing,train
abqANHyTUTQ,0,chicken crowing,train
ai1_4_G5YjQ,20,chicken crowing,train
ai1_4_G5YjQ,39,chicken crowing,train
amd5N_Pf228,0,chicken clucking,train
amndBfuwwDE,30,chicken crowing,train
anDH_Nb35E0,42,chicken crowing,train
at6MR6RxQ9g,80,chicken crowing,train
avIDA7YK9Fg,170,chicken crowing,train
avP3FnP0r1Y,160,chicken clucking,train
avy-CXhJ6Tk,27,chicken crowing,train
avy-CXhJ6Tk,113,chicken crowing,train
b-VO6mDMwRE,20,chicken crowing,train
b2eJI7kjNZo,58,chicken clucking,train
b2eJI7kjNZo,93,chicken clucking,train
b3XCAejRSDU,100,chicken crowing,train
b4B0ZX1n_PY,0,chicken clucking,train
b62b9_wev9Q,0,chicken crowing,train
b7K8wDLSRt0,10,chicken clucking,train
b8DbhpLtCck,0,chicken crowing,train
b8DbhpLtCck,911,chicken crowing,train
b9u-yAT_eqo,90,chicken crowing,train
bKbWi0MSoQk,32,chicken crowing,train
bLLDz6IYE4c,210,chicken crowing,train
bNUBb-cOLw4,20,chicken clucking,train
