YouTube ID, start seconds, label, train/test split
bNhA2IsT9R4,90,chicken clucking,test
bQ74gCRszFQ,80,chicken crowing,train
bTaiyTHYn8g,0,chicken clucking,train
b_R2Q-x9R9U,38,chicken crowing,train
beaHUXxN7jk,94,chicken crowing,train
bezUdnkWlSs,4,chicken crowing,train
bezUdnkWlSs,10,chicken crowing,train
bg2cSah4T6o,10,chicken crowing,train
bgy8lOzMuTQ,7,chicken clucking,train
bkS0shAPDw0,80,chicken crowing,train
bpglYfkW4Rw,20,chicken crowing,train
bqJ0HRkbCRo,1,chicken clucking,train
brpJxppIbDI,140,chicken crowing,test
bvevv4mc8xU,580,chicken crowing,train
bx76BdsUtac,30,chicken clucking,train
c400FgtAZH8,50,chicken clucking,train
c5fYHskcyTw,140,chicken clucking,train
c5mfSaWO7TQ,230,chicken crowing,train
c7UAw-LEc9Y,10,chicken crowing,train
c7UAw-LEc9Y,30,chicken crowing,train
c7yISusZaQQ,20,chicken crowing,train
cD3_DQHeC7Y,30,chicken clucking,train
cIlCtyp0hmA,5,chicken clucking,train
cIlCtyp0hmA,15,chicken clucking,train
cPkmeDIcyVA,30,chicken crowing,train
cSym5f2jySA,5,chicken crowing,train
cSym5f2jySA,70,chicken crowing,train
cT2jY7AgYHg,190,chicken crowing,train
c_kFfnDOPgM,380,chicken crowing,train
cexa9HM2-T0,350,chicken crowing,train
cgqUXxN-BWA,40,chicken crowing,train
cgyJ14uIVbs,12,chicken crowing,train
civwA5z8nME,63,chicken clucking,train
civwA5z8nME,88,chicken clucking,train
co5vcBtLBm4,30,chicken clucking,train
coZDNZO7gL4,60,chicken crowing,train
cqZyFyjYWR8,1,chicken crowing,train
cqZyFyjYWR8,3,chicken crowing,train
cvID_z3CNq4,13,chicken crowing,train
cvZOK6bG16I,8,chicken crowing,train
cxS9w54lj_o,2,chicken crowing,train
cy-8xW109Ks,30,chicken crowing,train
d2XvPNPW-bw,64,chicken crowing,train
dKA4KF5SnOY,0,chicken clucking,train
dLTOAdR5hak,20,chicken crowing,train
dPWaoOm9r58,70,chicken clucking,train
dSfDBBtF5bo,180,chicken clucking,train
dVaqSXamFnw,30,chicken crowing,train
dY6QjiaWJVA,23,chicken crowing,train
dY6ijs7Mn4Y,0,chicken crowing,train
dlEOVeJMhXc,270,chicken crowing,train
doSWrqMRuBs,69,chicken crowing,train
dpf2YeIWE1g,60,chicken crowing,train
dqt_MzUQ20M,80,chicken clucking,test
dsp3ykl0p8g,30,chicken crowing,train
dtUlMzBIr-U,6,chicken clucking,train
dtUlMzBIr-U,22,chicken clucking,train
dwC47FmlbjQ,10,chicken crowing,train
dwNlg42ZJCo,0,chicken crowing,train
dwiNMKhLWVs,22,chicken crowing,train
dzNfwINix_I,20,chicken crowing,train
e6MrVGSu_L4,20,chicken crowing,train
e8V6bnVh9Nc,100,chicken crowing,train
eGZSBydOBj0,61,chicken crowing,train
eHEkR0LmSaI,150,chicken clucking,train
eMzOIsQn3zY,30,chicken clucking,train
ePGdRa-zbcA,450,chicken crowing,train
eQRSBs5ox7I,94,chicken crowing,train
eRXj7FneOsQ,10,chicken crowing,train
eRmRHc0lhrY,110,chicken crowing,train
eRsuAfoCN8A,6,chicken crowing,train
eRsuAfoCN8A,8,chicken crowing,train
eTc_zMrL1m4,10,chicken crowing,train
eUUXqP86uIM,0,chicken crowing,train
eUZdeewHwhw,30,chicken crowing,test
eVinj3aMw4s,0,chicken clucking,train
eXDupe3EWAY,120,chicken crowing,train
e_-lAh6TQzg,0,chicken crowing,train
e_aS234y8Dg,70,chicken clucking,train
ekLJPAP2CoM,6,chicken clucking,train
ekLJPAP2CoM,43,chicken clucking,train
enffhb4DltA,30,chicken clucking,train
epMUuqXcgeo,30,chicken clucking,train
eraLYmB17ms,30,chicken crowing,train
eunWdzCBg-4,68,chicken crowing,train
f1TZT8cV7Zk,150,chicken crowing,train
f1bhk2MKuP4,8,chicken clucking,train
f1bhk2MKuP4,27,chicken clucking,train
f5RrGFBbbSY,20,chicken clucking,test
f7bSMX2A79Y,109,chicken crowing,train
fBN7oSiKGEM,7,chicken clucking,train
fDBWTLAjAm0,120,chicken crowing,train
fDhd2gvWn0I,30,chicken crowing,train
fG1X4CTixQ4,4,chicken crowing,train
fGclsoEE9Hs,220,chicken crowing,train
fHnIVsGd38I,40,chicken clucking,train
fIzqm8CUV3k,13,chicken crowing,train
fIzqm8CUV3k,69,chicken crowing,train
fJjQvZ5sft8,30,chicken clucking,train
fMp_fHRaNs8,460,chicken crowing,train
fN15GqY0LxE,30,chicken clucking,train
fOVVEorwoLc,100,chicken clucking,train
fQQiWVijmo0,15,chicken crowing,train
fQQiWVijmo0,28,chicken crowing,train
fRC7PYzCV0M,30,chicken crowing,train
ffZoY75S_-k,70,chicken clucking,train
ffcZz0QSZTE,90,chicken crowing,train
fgO_jdUl3ZU,0,chicken crowing,train
fgVFkyfusXQ,3,chicken clucking,train
fhKxzcGgIjM,5,chicken clucking,test
fuKUA573aPQ,40,chicken crowing,test
fvJ0XKkKSyI,90,chicken crowing,train
fvyc_ywebXQ,10,chicken clucking,train
g5PjtDF4c0Y,189,chicken crowing,train
g5wk0tOrctY,30,chicken clucking,train
g63v6G33W28,42,chicken crowing,train
g6vOi4zf7F0,1,chicken clucking,train
g7276kjpL3U,20,chicken crowing,train
gCOqV3nUhuw,60,chicken crowing,train
gDSYB2VcRFU,27,chicken crowing,train
gEAa0h0_JWE,30,chicken crowing,train
gFCGhjL3vIg,210,chicken clucking,train
gHmHTKMEzXE,1,chicken clucking,train
gHmHTKMEzXE,11,chicken clucking,train
gKvJr_8728A,2,chicken crowing,train
gMSzmoSfpqc,30,chicken crowing,train
gO1OdwkGCcM,40,chicken crowing,train
gPYjfgbqG1w,80,chicken crowing,train
gWsE7HmG0mA,0,chicken clucking,train
gWsE7HmG0mA,36,chicken clucking,train
gbESQhbGspA,10,chicken clucking,train
gbgpd9SDSW0,170,chicken crowing,train
gdXrZnTyK_c,16,chicken crowing,train
gh7LqhtRJhs,8,chicken crowing,train
gh7LqhtRJhs,19,chicken crowing,train
gjdM7Xdv8vU,30,chicken crowing,train
gkQgE3aMvug,8,chicken crowing,train
gnshLYrONVU,120,chicken crowing,train
grG6GPjDgU8,30,chicken crowing,test
gtWX2Z10izE,180,chicken crowing,train
gyjq3HHHKbQ,30,chicken clucking,train
gyjq3HHHKbQ,34,chicken clucking,train
gzHmBmqFECU,30,chicken crowing,train
gzP4XDU8BwU,18,chicken crowing,train
h05ebe3zxfQ,159,chicken clucking,train
h1OoOBlEZSI,6,chicken crowing,train
h3lWbITNKsw,24,chicken crowing,train
h6HkOxlVt5c,70,chicken clucking,test
h72XDYPAzwA,230,chicken clucking,train
hAT-W6XTiLc,60,chicken crowing,train
hCCnrcFsL5s,30,chicken crowing,train
hF-yaTUX68Y,34,chicken crowing,train
hGlPbwo33SI,80,chicken clucking,train
hHs5je_FTaM,90,chicken crowing,train
hPgkfI8aSQA,170,chicken crowing,train
hQPqM8KgPng,6,chicken crowing,train
hQPqM8KgPng,41,chicken crowing,train
hQeGVtCiJZY,20,chicken clucking,train
hRocvulC6WA,320,chicken crowing,train
hSsodowahJU,60,chicken crowing,train
hSsodowahJU,144,chicken crowing,train
hVBPZhY42q8,11,chicken clucking,train
hVBPZhY42q8,24,chicken clucking,train
hW387w8kMfU,5,chicken crowing,train
hXsGzYaYMQc,30,chicken crowing,train
hXsGzYaYMQc,69,chicken crowing,train
hbvtb98oVkU,90,chicken crowing,train
hcT--c7ObWo,30,chicken crowing,train
hf8QTreyNx0,70,chicken crowing,train
hf9pKuTuPcA,20,chicken crowing,train
hfloy__8cxY,60,chicken crowing,train
hfzkKk7nijg,100,chicken crowing,train
hhT8bM9WObU,0,chicken clucking,train
hhT8bM9WObU,10,chicken clucking,train
hjYUN-AkQjw,30,chicken crowing,train
hlKkLqHpJ_s,400,chicken crowing,train
hlo623Qp8k4,0,chicken crowing,train
hmpSPSig_bU,0,chicken clucking,train
hmpSPSig_bU,32,chicken clucking,train
htKnR_TRgLM,16,chicken crowing,train
hyMOy5HKHG4,0,chicken crowing,train
i11b2FRQ3P8,0,chicken clucking,train
iA00E_rp3nI,0,chicken clucking,train
iAqJ9lPCU4w,24,chicken crowing,train
iC1jyQEyhWw,30,chicken crowing,train
iEA86sH3Nx0,30,chicken crowing,train
iGgPrAM_K7Q,22,chicken crowing,train
iJ6DxdwyDeE,64,chicken clucking,test
iLgC9HfHALU,50,chicken crowing,train
iRiBSFMgZSQ,20,chicken crowing,train
iTe3DLQmJAg,2,chicken crowing,train
iYUFzQIU7JY,80,chicken crowing,train
iYv9pCf8EGg,460,chicken crowing,train
icJZHa6pGmY,8,chicken clucking,train
icJZHa6pGmY,21,chicken clucking,train
igdJhAnZcV4,0,chicken clucking,train
ilc7aczildg,3,chicken crowing,train
inK-u0Elgx4,10,chicken crowing,train
ipJABc4oXSo,20,chicken crowing,train
iqy8xobVjwE,8,chicken crowing,train
iramP9ihj_w,200,chicken crowing,test
ituznB1Y3H4,53,chicken crowing,train
ixPDbXVQXKM,5,chicken clucking,train
ixPDbXVQXKM,50,chicken clucking,train
j2u7bQ5BbAc,1,chicken clucking,train
jC3FDohGeio,30,chicken crowing,train
jH3c6jYCgDs,0,chicken clucking,train
jHnB1bA2hgc,170,chicken crowing,train
jLtZk7lKmjk,210,chicken crowing,test
jMG7k3Kuw90,8,chicken clucking,train
jMvu6wxy5LE,40,chicken crowing,train
jT17ZCfxrgY,23,chicken crowing,train
jUwnkgY5Dbo,70,chicken crowing,train
jaYBve_Bo3M,30,chicken crowing,train
jb20hKUYHYo,13,chicken crowing,train
jch4g8A2U3w,390,chicken clucking,train
jjJUL748_cI,126,chicken crowing,train
jn1mSrfgC4I,19,chicken crowing,train
jn5iUtAmCKQ,80,chicken clucking,train
jxeelTyjLg0,0,chicken clucking,train
k-pBiEBOCkw,90,chicken clucking,train
kGHAOLGOh1Q,20,chicken crowing,train
kG_Cu-j4-jk,0,chicken clucking,train
kJAHm45gDdk,30,chicken crowing,train
kJjhd_CLyrw,18,chicken crowing,train
kLjtFcnG3qk,60,chicken clucking,train
kNld4INtjNk,0,chicken crowing,train
kTYY55YRDiY,21,chicken crowing,train
kXhnWotStB0,0,chicken clucking,train
kZZbCYJgPQo,0,chicken clucking,train
kbpvBo1wwkg,150,chicken clucking,train
keODxbtKj0A,5,chicken clucking,train
keODxbtKj0A,81,chicken clucking,train
kflbIvUMu9w,30,chicken clucking,train
kl3HZbyUNys,30,chicken clucking,test
klGuA7ADdmk,40,chicken crowing,train
kpKUs5UvnpE,190,chicken clucking,train
krEzQuVHoKk,1,chicken crowing,train
krrNYPqlGgc,158,chicken crowing,train
kuCnJxFrEJY,70,chicken crowing,train
kvSiCk5oSzs,110,chicken clucking,train
kvXOWk2CVCg,8,chicken crowing,train
l2E7QUsNWH4,70,chicken clucking,train
l6OPzUGRmgQ,119,chicken crowing,train
l6OPzUGRmgQ,164,chicken crowing,train
l9Qc0Ey44eQ,120,chicken clucking,train
lD8bjb15O30,2,chicken crowing,train
lFtfquMElZM,21,chicken clucking,train
lNRQzDxshkA,30,chicken crowing,train
lP4AI3PYP44,60,chicken clucking,train
lSGGxXqklVs,60,chicken crowing,train
lUkVuABGEoA,100,chicken crowing,train
lgTL0ettFbU,8,chicken crowing,train
lhc_ibb1doo,30,chicken crowing,train
lq5lKea4_2Q,270,chicken crowing,train
lshjId9rfUw,10,chicken clucking,train
lt5H2iH9Ln8,120,chicken crowing,train
ltm3BMfwscA,10,chicken clucking,train
m-XFJpELn5U,0,chicken crowing,train
m-ftjmX6NmE,68,chicken crowing,train
m3dyY_KhTNE,90,chicken crowing,train
m5REmzwlmOE,70,chicken crowing,test
m9AITDE4Qhg,2,chicken crowing,train
m9dkwqofwc0,200,chicken crowing,train
mHFUxhgfU5E,20,chicken clucking,train
mRZ0AS5jIfc,59,chicken clucking,train
mRZ0AS5jIfc,72,chicken clucking,train
mT49XQjXEvY,0,chicken crowing,train
mXF8KjlCZXY,13,chicken clucking,train
mXF8KjlCZXY,24,chicken clucking,train
mYPhMhGhg_8,0,chicken clucking,train
mfwE6T9ufAg,30,chicken crowing,train
mh2LZDf6uDc,20,chicken crowing,train
miGeyN3kMFE,50,chicken clucking,train
mkBX7AIljsQ,80,chicken crowing,train
mnXNgsZXMdo,41,chicken clucking,train
moq0MdIY588,7,chicken clucking,train
moq0MdIY588,18,chicken clucking,train
mtj1tICxsY4,10,chicken crowing,train
mu0PngnrM90,30,chicken crowing,train
muxjFOPvR1I,320,chicken clucking,test
mz_geEM7Sq8,70,chicken crowing,train
n00LG_ggzIM,0,chicken crowing,train
n3k5GbpNt_A,300,chicken crowing,train
n5K-hizCl2M,70,chicken crowing,train
nDyvd-mV2UY,10,chicken clucking,train
nJQDaRXHqqg,10,chicken clucking,train
nOfBGvJA-es,60,chicken clucking,train
nTcGKRvqIbM,3,chicken clucking,test
nVlCv2x3d_o,70,chicken clucking,train
nVq6ROwhEYs,140,chicken clucking,train
nXtDXnIfkUk,200,chicken crowing,train
nedF_C5Yyhk,0,chicken clucking,train
ni57Ba3Lbis,10,chicken crowing,train
nprfpTcJLhI,30,chicken clucking,train
nq1rqz8Y33w,55,chicken clucking,train
nqQoVT5cEQM,8,chicken crowing,train
ntAz06E7Cec,10,chicken crowing,train
nvdvMYywMQk,4,chicken crowing,train
o0mwgYs717M,60,chicken crowing,train
o2KXSJqcOz0,100,chicken crowing,train
o7RYmdS5MZk,30,chicken crowing,train
o7bM8UZj1tA,54,chicken crowing,train
o7h9JrdbCc4,0,chicken crowing,train
oCdy8oUDGZk,0,chicken crowing,train
oErLcd_x0no,91,chicken crowing,train
oHwEPp6xZSw,80,chicken clucking,train
oJHAbrMnaWw,550,chicken crowing,train
oKy_3wq7u3Y,40,chicken crowing,train
oSQKO8KgZmk,30,chicken crowing,train
oZm1LHrZOzA,30,chicken clucking,train
oZvwG5SWmvg,50,chicken crowing,train
obCGM018rzA,12,chicken crowing,train
oezFFtXC10g,38,chicken crowing,train
olMGrvo3Wdo,6,chicken crowing,train
onu5WVubMBc,170,chicken crowing,train
oooQG9wllI0,59,chicken crowing,train
or7F1tu3xdQ,22,chicken clucking,train
or7F1tu3xdQ,33,chicken clucking,train
os3knBcCr2A,120,chicken clucking,train
ou0dlVHV0gU,320,chicken clucking,train
ovgVer3BKG4,40,chicken crowing,train
owPEQ8Vdow4,30,chicken crowing,train
ow_MR-0WzvY,60,chicken crowing,train
p-3fvEpCOLY,10,chicken clucking,train
p1X9ykbTfU0,30,chicken crowing,train
p4tUWovHc14,30,chicken crowing,train
p5omgu3ilxo,80,chicken clucking,train
p6f389gwTuQ,40,chicken clucking,train
pAYe3SoWQW4,3,chicken crowing,train
pUgCQ4wICKc,8,chicken clucking,test
pXQurhgdEkE,0,chicken crowing,train
pYtoOhFKO-E,110,chicken crowing,train
pbc1ZOguGuQ,80,chicken crowing,train
pberuNKJLL0,94,chicken crowing,train
peV6h1UnOPQ,0,chicken clucking,train
pf7vEiZAo3E,30,chicken clucking,train
phXPDjhaJTU,15,chicken crowing,train
pl4s6Fn4VII,130,chicken clucking,train
po6VH0YRq3I,40,chicken crowing,train
ppLHfMJ4LbE,100,chicken crowing,train
pv459ladDtQ,40,chicken clucking,train
pwobyl6wGo8,18,chicken crowing,train
q-CDpV9bFXE,74,chicken crowing,train
q74Zzmi8BRk,70,chicken crowing,train
q9-cNA4YGFg,120,chicken crowing,train
q9u2j-tBCus,20,chicken crowing,train
qAD4YTzVRPY,50,chicken crowing,train
qAakC_eoROI,42,chicken crowing,train
qB58Kvt_lR0,340,chicken crowing,train
qB9PG1QH4KU,150,chicken crowing,train
qH4K-Z8wLeI,42,chicken clucking,train
qH4K-Z8wLeI,66,chicken clucking,train
qNsa6-B3f_A,30,chicken crowing,train
qOlNSyysyuI,0,chicken crowing,train
qOlNSyysyuI,5,chicken crowing,train
qSBEx6H2rQ4,40,chicken clucking,train
qUZMHMVRElM,110,chicken crowing,train
qa-7lqo4dcQ,10,chicken crowing,train
qjgyClKLKaA,30,chicken crowing,train
qjgyClKLKaA,48,chicken crowing,train
qnR_fOGjTi8,40,chicken clucking,train
qnReS8jEzhg,8,chicken crowing,train
qrNCI310T9Y,18,chicken clucking,train
r2aJaB02E6U,35,chicken crowing,train
r2aJaB02E6U,111,chicken crowing,train
r3_yAj21Q6Y,450,chicken clucking,train
r9qtKvNtBc0,40,chicken crowing,train
rASnSkgUPMA,0,chicken crowing,train
rAbR3C9z8gQ,42,chicken crowing,train
rFHdm_1dY1w,0,chicken clucking,train
rFTjQMUtLTE,30,chicken crowing,train
rFeO7Azi1o4,70,chicken clucking,train
rGuzjgb5JVU,40,chicken crowing,train
rHj37q2mRvk,40,chicken clucking,train
rJJpprQ4e9g,20,chicken crowing,train
rMosQfdiJh8,22,chicken crowing,train
rO14B9nIQuE,27,chicken clucking,train
rT6CTP_8fTc,70,chicken clucking,train
rXtcHIvocZw,60,chicken crowing,train
rdXgCIKj71Q,20,chicken crowing,train
rdhRvpiGqwk,80,chicken crowing,train
rfRv1AoyRz4,50,chicken crowing,train
rf_FjH4TIgo,30,chicken crowing,train
rgqJFceVM2I,66,chicken clucking,test
ri7S5Qncubg,3,chicken crowing,train
ri7S5Qncubg,65,chicken crowing,train
riznQ-3rjts,60,chicken crowing,train
rkxPaXs2Pn8,24,chicken crowing,train
rm9Bwksyl_A,30,chicken crowing,train
rqOM9F2H5w0,0,chicken crowing,train
s3dNZuSe2u0,40,chicken crowing,train
s4GcGDSv4x4,17,chicken crowing,train
s5dmVmNyWyY,0,chicken clucking,train
s5dmVmNyWyY,18,chicken clucking,train
s6wAPP7cKAM,30,chicken crowing,train
s72GAhDSErE,16,chicken crowing,train
s72GAhDSErE,46,chicken crowing,train
sA3tOMH7PTk,40,chicken clucking,train
sFt6APYdRDo,150,chicken clucking,train
sNCCsVFc48s,2,chicken crowing,train
sXV460IA11I,100,chicken crowing,train
soO2iBO3BZg,240,chicken crowing,train
sofXB5-nlb8,80,chicken crowing,train
srwaCnoVr2o,50,chicken crowing,train
ssBxiFXQtlI,9,chicken clucking,train
swTJbojLJxw,60,chicken crowing,train
sx3mEMFomNw,0,chicken clucking,test
szH6FN2vJWE,189,chicken crowing,train
tJJSpr3-dYA,20,chicken crowing,train
tNyxJ760fRQ,280,chicken crowing,train
tPfDE96DLcM,160,chicken clucking,train
tPhXp7HbdI4,40,chicken crowing,train
tQd9tnArz30,60,chicken crowing,train
tQgdwnlVSic,40,chicken clucking,train
tRdr_AVTmSs,21,chicken crowing,train
tT743Cugltk,0,chicken crowing,train
taVKHcgqUew,1,chicken crowing,train
tkUxSPT6_D8,20,chicken crowing,train
tl1GLaYclaQ,0,chicken crowing,train
to5Ezlpp_F8,10,chicken crowing,train
tqZeqHXYSoU,140,chicken crowing,train
tsYfaR20jFQ,100,chicken crowing,train
tsaw9t1bE0k,90,chicken clucking,train
tum3KveLol0,30,chicken crowing,train
txQDzyxn8IE,0,chicken crowing,train
tyDjClR0EX4,34,chicken crowing,train
tyzD54G98kI,30,chicken crowing,train
u-__x3dDLSs,47,chicken clucking,test
u8bKZuHv-y0,54,chicken crowing,train
u9agByPTKMU,110,chicken crowing,train
uI7ni7zL8qU,2,chicken clucking,train
uI7ni7zL8qU,15,chicken clucking,train
uJhx-_8SQ1U,20,chicken crowing,train
uMQKjo60iDM,2,chicken clucking,train
uMQKjo60iDM,23,chicken clucking,train
uMfATF4ikt4,30,chicken clucking,train
uN8yl7Ey6uw,0,chicken crowing,train
uNf4Bd5istY,30,chicken crowing,train
uOAo8NcPxQE,0,chicken crowing,train
uO_FKfOSJ00,14,chicken crowing,train
uPhiZb-e7vI,30,chicken crowing,train
uVkUlRubRjM,0,chicken clucking,train
uVx0DPPj9HI,18,chicken crowing,train
uWRuDYAcgXc,40,chicken crowing,train
ubJvzPS82vs,0,chicken clucking,train
ubJvzPS82vs,11,chicken clucking,train
ucU0isKFAEs,39,chicken clucking,train
ucU0isKFAEs,50,chicken clucking,train
ugQT2GtwBfw,123,chicken crowing,train
umjA_vXCR9k,40,chicken clucking,train
uqX427VbwYY,2,chicken crowing,train
usGU6m6XzjI,3,chicken crowing,train
uweLmKmZlks,30,chicken crowing,train
v0c5su3knDg,60,chicken crowing,train
vFkj3DKYEcU,0,chicken crowing,train
vS5cYNOFeBs,12,chicken clucking,test
vS5cYNOFeBs,36,chicken clucking,test
vUui_D_rT9c,34,chicken clucking,test
vWfXDVEzNhM,19,chicken crowing,train
ve6dXtyxfFw,70,chicken crowing,train
vftyYr-lWGg,149,chicken crowing,train
vgSQlLNYdls,10,chicken crowing,train
vguLvQ6CKYc,9,chicken clucking,train
vguLvQ6CKYc,20,chicken clucking,train
vjveEit5YE4,120,chicken crowing,train
vp8M3cytmVU,10,chicken crowing,train
vqJhSaVb2F8,1,chicken crowing,train
vuTc6ERcVMM,20,chicken crowing,train
vvyS62bRvEs,40,chicken clucking,train
w106wjmW6iY,10,chicken crowing,train
w3aA5Fj_VYo,134,chicken crowing,train
wANyZhFtvvM,380,chicken clucking,train
wCDZp-u_ryA,0,chicken crowing,train
wDJYf4A1dBA,0,chicken crowing,train
wGHO-EojGQs,40,chicken crowing,train
wHY8C2eMucs,12,chicken crowing,train
wKamLy0WILA,10,chicken clucking,train
wM_sVal31Ag,110,chicken clucking,train
w_ev5f5JVU0,90,chicken crowing,train
wcxxL9rRhO0,50,chicken crowing,train
wdMQITa2iYA,0,chicken clucking,train
wdMQITa2iYA,43,chicken clucking,train
wjmBgNe9G7E,180,chicken crowing,train
wjmZ2Wi8l0E,350,chicken crowing,train
wmQbG_srGIQ,30,chicken crowing,train
wtBqWGj38rA,130,chicken crowing,train
wwRKltt-mXo,106,chicken crowing,train
x-lNkD1_rIs,16,chicken crowing,train
x512zsFN_Q0,20,chicken clucking,train
x76-gh2JVy8,241,chicken crowing,train
x76-gh2JVy8,474,chicken crowing,train
xJC6YmMtbVU,30,chicken clucking,train
xJhGnov-0o0,9,chicken crowing,train
xSwtjvgxN9k,350,chicken crowing,train
xU76UFY4vVc,20,chicken crowing,train
xVltxj8I5mI,84,chicken clucking,train
xVltxj8I5mI,112,chicken clucking,train
xXWmzPjvOPk,100,chicken crowing,train
xdk20vxBpz0,5,chicken crowing,train
xfy7rBdsvsY,210,chicken crowing,train
xjlEk7FUBSU,40,chicken crowing,train
xnOPgQ_bMiw,40,chicken crowing,train
xphhGpvYmv4,300,chicken crowing,train
xqN9wj_QgIA,30,chicken crowing,train
xvCZBjc8znE,0,chicken clucking,train
xvxbyB8bJME,80,chicken clucking,train
xz1tu14o_-w,30,chicken crowing,train
y1c5OBGuZas,110,chicken crowing,train
y3NZZETzVws,10,chicken clucking,test
y8qeUWOBN6U,109,chicken crowing,train
y9j2JDDvl8w,40,chicken clucking,train
yE6AQ5iufYY,100,chicken clucking,train
yFeQwInhjJo,60,chicken crowing,train
yGD-OoQBQGw,80,chicken crowing,train
yLblP-GhgIo,25,chicken clucking,train
yN63Li21kRw,0,chicken clucking,train
yPEYjkjBTGs,20,chicken crowing,train
yVJO5mHHi5g,4,chicken crowing,train
y_93B5vfMec,0,chicken clucking,train
y_93B5vfMec,46,chicken clucking,train
y_UV2FCgSSo,280,chicken crowing,train
yaitDa1ucuU,132,chicken crowing,train
yjEOk3SPujg,30,chicken clucking,train
yjqP9FV8Xoo,5,chicken clucking,train
yjqP9FV8Xoo,51,chicken clucking,train
ykr3HGPai0g,170,chicken clucking,train
yrR1BqlPGrw,18,chicken clucking,train
ysNU0GZPT-Y,30,chicken clucking,train
yupEB41VWRM,50,chicken clucking,train
yvNxhlHVI2w,57,chicken crowing,train
yvNxhlHVI2w,95,chicken crowing,train
yxJph0FM4KY,0,chicken crowing,train
yyPssEHCRt8,29,chicken crowing,train
yyw8JlqSRXk,0,chicken crowing,train
z1vabCoRtXE,320,chicken clucking,train
z97XZ17Op1E,20,chicken crowing,train
zAqZUwX-gcg,150,chicken clucking,train
zBeMgfK69C8,26,chicken crowing,train
zBeMgfK69C8,30,chicken crowing,train
zFYNSRgDaHA,160,chicken clucking,train
zRNhs45jJz0,4,chicken clucking,train
zRNhs45jJz0,44,chicken clucking,train
zSAQ6h1dtQQ,40,chicken clucking,train
zSD4hRH2LVs,34,chicken clucking,train
zU9tiI3sEFg,290,chicken crowing,train
zYUgaGdL8rQ,3,chicken clucking,train
zcw9jAAx-jI,40,chicken crowing,train
zfpQiE-rncs,163,chicken crowing,train
ziGhfwnsycw,10,chicken clucking,train
zj161QXIMKY,100,chicken crowing,train
zoXBvX1mMno,37,chicken crowing,train
zqZnr-89BeU,20,chicken crowing,train
zrL3bAWDOp0,10,chicken clucking,train
zra3SOgAsyg,31,chicken clucking,test
zrcIjN0l7CQ,430,chicken clucking,train
zrfapKLZwAU,30,chicken crowing,train
zvwsYSlQv-E,60,chicken clucking,train
zwLYKvR4ZI0,20,chicken crowing,train
zzvSVusPPgM,30,chicken clucking,train